policy,country,status,explanation,source
Requires halal certification for pharmaceutical products.,Cambodia,NO,"Cambodia does not require halal certification for pharmaceutical products; while it has a commission for halal certification focused on food and related products, there is no regulatory requirement mandating halal certification for pharmaceuticals.[1][3]","https://www.ccfdg.gov.kh/en/commission-committee/new-title-3/,https://ucsiso.com/halal-certification-importance-process-benefits-with-ucs/,https://www.efpia.eu/media/412591/efpia-positionpaper-on-halal_final_5-dec-2018.pdf,https://www.halaltimes.com/turkey-agrees-to-help-develop-cambodias-halal-industry/,https://ic-halal.com/industries/pharma/"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Cambodia,NO,There is no evidence in Cambodian law or recent regulatory guidance that specifically mandates the use of a 'red dot' symbol on prescription-only pharmaceutical products; neither the primary drug law nor regulatory or practitioner guidance mention such a requirement.[1][3],"https://cdc.gov.kh/wp-content/uploads/2022/04/Law-on-Drug-Management_full-text_961209.pdf,https://chicagounbound.uchicago.edu/cgi/viewcontent.cgi?article=2753&context=law_and_economics,https://www.tilleke.com/insights/cambodia-prepares-to-curb-illegal-advertising-of-health-products/15/,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9508725/"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Cambodia,NO,"Cambodia does not target an average marketing authorization approval timeline of six months or less for pharmaceutical products; the typical approval time for generic medicines is around 7 months, with standard applications not meeting a six-month goal, though a fast-track process may approve within 3–4 months for additional fees[1][5].","https://core.ac.uk/download/599695768.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://www.ijdra.com/index.php/journal/article/download/245/138,https://www.corrs.com.au/site-uploads/images/PDFs/Insights/article-IP-comparative-overview-of-distribution-and-marketing-of-drugs-across-asia-pacific.pdf,https://credevo.com/articles/2021/03/15/generic-drug-registration-process-in-cambodia/"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Cambodia,NO,"Cambodia does not impose hospital-only distribution restrictions for specific classes of antimicrobial pharmaceuticals; antibiotics remain widely available without prescription at both formal and informal outlets, and no evidence of legally enforced hospital-only restrictions was found in official policies or stewardship interventions.[2][5][4]","https://icars-global.org/projects/ams-cambodia/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6768357/,https://www.ungm.org/Public/Notice/62030,https://pmc.ncbi.nlm.nih.gov/articles/PMC9121421/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8210153/"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Cambodia,PARTIAL,"Cambodia has an established national AMR surveillance system and regularly collects AMR data through laboratory-based networks for both human health and foodborne pathogens, but publicly available, regularly published national surveillance reports specifically detailing pharmaceutical-related AMR data remain limited and insufficient according to recent reviews and surveillance analyses[1][3][5].","https://pubmed.ncbi.nlm.nih.gov/31176035/,https://ghsindex.org/wp-content/uploads/2021/12/Cambodia.pdf,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1332423/full,https://pmc.ncbi.nlm.nih.gov/articles/PMC8315476/,https://www.fao.org/fao-who-codexalimentarius/news-and-events/news-details/hu/c/1733551/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Singapore,YES,"Singapore accepts the ICH Common Technical Document (CTD) format for innovator pharmaceutical product registrations, as applications must be submitted in either the ICH CTD or ACTD format per Health Sciences Authority (HSA) guidelines[2][4].","https://www.efpia.eu/media/636610/ectd-white-paper_final-20-dec-21.pdf,https://www.hsa.gov.sg/docs/default-source/hprg-tpb/guidances/guidance-on-therapeutic-product-registration-in-singapore.pdf?sfvrsn=cd174383_52,https://www.extedo.com/blog/singapores-transition-to-ectd,https://www.artixio.com/post/pharmaceutical-regulations-and-registration-in-singapore,https://gandlscientific.com/knowledge-hub/the-implementation-of-ectd-in-singapore"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Singapore,YES,"Singapore provides a fully digital online submission portal—PRISM—for pharmaceutical product marketing authorization applications, requiring applicants to submit all necessary documentation electronically through this platform managed by the Health Sciences Authority (HSA)[1][4][5].","https://www.rginsight.com/registration-of-drug-product-in-singapore-2025,https://www.hsa.gov.sg/therapeutic-products/register/ectd-submissions,https://www.pacificbridgemedical.com/uncategorized/singapore-drug-registration-a-comprehensive-guide/,https://www.hsa.gov.sg/therapeutic-products/register/guides/new-drug/verification-evaluation,https://credevo.com/articles/2023/03/15/drug-registration-approval-process-in-singapore/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Singapore,YES,"Singapore is legally required to recognize and accept the cGMP certificates issued by another ASEAN Member State’s Listed Inspection Service (LIS) under the ASEAN Mutual Recognition Arrangement (MRA) for GMP inspection, without duplicating inspection in each other's territory[2][5].","https://www.hsa.gov.sg/therapeutic-products/register/gmp-conformity-assessment,https://www.hsa.gov.sg/docs/default-source/hprg/regulatory-updates/update-on-asean-mra-gmp.PDF,https://www.hsa.gov.sg/cosmetic-products/good-manufacturing-practice,https://apac-asia.com/images/achievements/pdf/14th/23_Presentation%20from%20Li%20Lian%20Lim,%20HSA.pdf,https://apac-asia.com/images/achievements/pdf/14th/22_Presentation%20from%20Kim%20Mi%20Hng,%20NPRA.pdf"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Singapore,PARTIAL,"Singapore requires submission of long-term stability data, typically at 30°C/75% RH (ASEAN zone IVb), and generally does not accept 25°C/60% RH data unless fully justified; accelerated studies alone are not sufficient for approval[5][1].","https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/guideline-stability-testing-stability-testing-existing-active-substances-and-related-finished-products_en.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf,https://database.ich.org/sites/default/files/Q1A(R2)%20Guideline.pdf,https://www.hsa.gov.sg/docs/default-source/hprg-tpb/guidances/guidance-on-therapeutic-product-registration-in-singapore.pdf?sfvrsn=cd174383_52"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Singapore,YES,"Singapore adopts the ASEAN Guideline on Stability Study of Drug Product, which aligns with ICH guidelines that allow for the use of bracketing and matrixing study designs in pharmaceutical product stability testing when scientifically justified, subject to regulatory review and acceptance[1][3][2].","https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf,https://aapsopen.springeropen.com/articles/10.1186/s41120-023-00078-5,https://www.ich.org/page/quality-guidelines,https://japsonline.com/admin/php/uploads/409_pdf.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf"
Requires halal certification for pharmaceutical products.,Singapore,NO,Singapore does not require halal certification for pharmaceutical products; halal certification in Singapore is generally optional and not mandated for pharmaceuticals[3][5].,"https://halalwatch.us/everything-you-need-to-know-about-the-halal-pharmaceutical-industry/,https://www.ushalalcertification.com/halal-certification/halal-certification-guidelines/,https://certease.com/halal-certification-in-singapore/,https://halal4pharma.com/wp-content/uploads/2021/04/FAQ_Halal_Pharmaceutical.pdf,https://www.efpia.eu/media/412591/efpia-positionpaper-on-halal_final_5-dec-2018.pdf"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Singapore,NO,There is no evidence in authoritative Singapore health agency sources or regulations that specifically mandate a 'red dot' symbol on prescription-only pharmaceutical products.,"https://hpb.gov.sg/healthy-living/food-beverage/nutri-grade,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.hsa.gov.sg/therapeutic-products/advertisements,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963657/,https://www.cnb.gov.sg/drug-information/drugs-and-inhalants"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Singapore,PARTIAL,"Singapore does not generally target an average MA approval timeline of six months or less for pharmaceutical products, but some expedited routes (such as the verification route) may allow for approval within 60–120 working days, while typical timelines for other routes are longer (120–270 working days or more)[3][1].","https://www.sapi.org.sg/wp-content/uploads/2019/01/Fostering-IP-and-Innovation-for-Biopharmaceuticals.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://www.pacificbridgemedical.com/uncategorized/singapore-drug-registration-a-comprehensive-guide/,https://www.hsa.gov.sg/docs/default-source/hprg-tpb/guidances/guidance-on-therapeutic-product-registration-in-singapore.pdf?sfvrsn=cd174383_52,https://cirsci.org/wp-content/uploads/2020/02/CIRS-RD-Briefing-72-Trends-in-the-regulatory-landscape-Asia.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Singapore,NO,"There is no evidence that Singapore imposes hospital-only distribution restrictions for specific classes of antimicrobial pharmaceuticals; instead, antimicrobials are generally subject to prescription-only or controlled-access status, and national AMR efforts focus on surveillance and stewardship rather than restricting distribution to hospitals.[4][2][3]","https://www.ncid.sg/Health-Professionals/Pages/Antimicrobial-Resistance.aspx,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963657/,https://www.ncid.sg/Health-Professionals/Documents/One%20Health%20Report%20on%20Antimicrobial%20Utilisation%20and%20Resistance%202021.pdf,https://www.hsa.gov.sg/announcements/reclassified-medicines/updates-on-reclassified-medicines,https://pmc.ncbi.nlm.nih.gov/articles/PMC6717780/"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Singapore,YES,"Singapore publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products, as evidenced by the publicly available 'One Health Report on Antimicrobial Utilisation and Resistance' and regular national surveillance reports that include data on antimicrobial sales, use, and resistance patterns across humans, animals, food, and the environment[1][2][5].","https://www.ncid.sg/Health-Professionals/Documents/One%20Health%20Report%20on%20Antimicrobial%20Utilisation%20and%20Resistance%202021.pdf,https://www.ncid.sg/Health-Professionals/Documents/One%20Health%20Report%20on%20Antimicrobial%20Utilisation%20and%20Resistance%202019.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963657/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6717780/,https://www.asianfisheriessociety.org/publication/downloadfile.php?id=1332&file=Y0dSbUx6QTBPREF4TWpnd01ERTJNRGc0T1RVeU1ESXVjR1Jt"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Malaysia,YES,"Malaysia accepts the ICH Common Technical Document (CTD) format for innovator pharmaceutical product registrations, as the NPRA requires the registration dossier to follow either the ICH CTD or the ASEAN Common Technical Dossier (ACTD) format.[1]","https://www.rginsight.com/registration-of-drug-product-in-malaysia-2025,https://gabi-journal.net/regulation-of-biologics-in-malaysia.html,https://ijprajournal.com/issue_dcp/A%20Review%20Article%20on%20the%20Common%20Technical%20Document%20CTD%20Regulatory%20Dossier.pdf,https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://jgtps.com/admin/uploads/zhg3fT.pdf"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Malaysia,YES,"Malaysia provides a fully digital online submission portal (the NPRA QUEST3 system) for pharmaceutical product marketing authorization applications, as applicants are required to apply online and submit all necessary documentation through this platform.[1][3][4]","https://www.pacificbridgemedical.com/regulatory-services/pharmaceutical/product-registration/malaysia-drug-registration-and-approval/,https://portal.mda.gov.my/index.php/announcement/1536-pengumuman-peralihan-kepada-proses-permohonan-pengkelasan-produk-secara-dalam-talian,https://conventuslaw.com/report/the-framework-of-pharmaceutical-companies-in-malaysia/,https://www.azmilaw.com/insights/the-legal-framework-of-pharmaceutical-companies-in-malaysia/,https://npra.gov.my"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Malaysia,YES,"Malaysia is legally required to accept and recognize cGMP certificates and inspection reports issued by another ASEAN Member State’s Listed Inspection Services under the ASEAN Mutual Recognition Arrangement (MRA) for GMP Inspection, as implemented in Malaysian regulations and practice[1][4][5].","https://globalforum.diaglobal.org/issue/march-2021/harmonization-of-gmp-inspection-and-benefits-to-asean-economic-community/,https://npra.gov.my/easyarticles/images/users/1050/FAQs-Foreign-Inspection-Jan-2020.pdf,https://npra.gov.my/easyarticles/images/users/1133/2023%20Mar/Guidance-Document---Foreign-GMP-Inspection_9th-Edition.pdf,https://gabi-journal.net/a-review-of-international-initiatives-on-pharmaceutical-regulatory-reliance-and-recognition.html,https://www.npra.gov.my/index.php/en/regulation-basic.html"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Malaysia,YES,"Malaysia permits stability data submission at 25°C/60% RH in accordance with ASEAN and NPRA guidelines, provided that accelerated stability data are also included to support shelf life as recommended in regional and international standards[1][5].","https://www.npra.gov.my/easyarticles/images/users/1153/drgd_appendices/APPENDIX-3-Guidelines-on-Registration-of-New-Drug-Products.pdf,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,https://credevo.com/articles/2022/10/05/drug-registration-in-malaysia-regulatory-process-requirements/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,https://asean.org/wp-content/uploads/2021/08/ASEAN-Common-Technical-Requirements-ACTR.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Malaysia,YES,"Malaysia allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing, as it adheres to ASEAN and ICH guidelines which support these approaches when scientifically justified[2][3].","https://www.artixio.com/post/pharmaceutical-regulations-and-registration-in-malaysia,https://apac-asia.com/images/achievements/pdf/8th/3_ATIM/2_Template%20from%20Malaysia.pdf,https://www.pacificbridgemedical.com/ufaq/what-are-the-requirements-for-stability-studies-in-drug-registration-in-malaysia/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf"
Requires halal certification for pharmaceutical products.,Malaysia,NO,"Halal certification for pharmaceutical products in Malaysia is not mandatory, but is available for certain categories such as over-the-counter medicines, health supplements, and traditional medicines; prescription drugs containing scheduled poisons cannot be halal-certified under current regulations.","https://halalwatch.us/everything-you-need-to-know-about-the-halal-pharmaceutical-industry/,https://hrmars.com/papers_submitted/13210/halal-labelling-for-the-malaysian-pharmaceutical-products-a-legal-review.pdf,https://cyberjaya.edu.my/research-news/from-source-to-solution-the-halal-pharmaceutical-journey-in-malaysia,https://www.aseanbriefing.com/news/how-to-obtain-halal-certification-in-malaysia/,https://halalfoundation.org/insights/halal-pharmaceuticals-and-supplements-certification/"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Malaysia,NO,Malaysia does not specifically mandate the use of a 'red dot' symbol on prescription-only pharmaceutical products; official NPRA drug labeling and registration guidelines make no mention of such a requirement in their latest documentation[1][5].,"https://www.npra.gov.my/images/Guidelines_Central/appendix/APPENDIX_9_LABELLING_REQUIREMENTS.pdf,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://prioocare.com/2025/05/22/kkm-product-verification-what-you-need-to-know/,https://www.guttmacher.org/sites/default/files/report_pdf/abortion-methodologies.pdf,https://www.npra.gov.my/easyarticles/images/users/1153/DRGD%20January%202024/Complete-Drug-Registration-Guidance-Document-DRGD-3rd-Edition-7th-Revision-January-2024.pdf"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Malaysia,NO,"Malaysia does not target an average marketing authorization approval timeline of six months or less; recent studies and regulatory briefings report average approval timelines for pharmaceutical products as approximately 400–515 calendar days (about 13–17 months), depending on product type and review pathway[2][5].","https://www.freyrsolutions.com/what-is-the-pharmaceutical-products-approval-process-in-malaysia,https://cirsci.org/wp-content/uploads/2020/05/Mohd-Sani-et-al-2020-Evaluation-of-Malaysia-regulatory-process-combined-with-correction.pdf,https://gabionline.net/policies-legislation/npra-malaysia-trials-new-timelines-for-variation-applications,https://japsonline.com/admin/php/uploads/4454_pdf.pdf,https://cirsci.org/wp-content/uploads/2020/02/CIRS-RD-Briefing-72-Trends-in-the-regulatory-landscape-Asia.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Malaysia,NO,"Malaysia does not impose hospital-only distribution restrictions for antimicrobial pharmaceuticals at the national policy level; instead, it regulates hospital prescribing through antimicrobial stewardship programs, including restrictive authorization in hospitals, but there is no evidence of a legal or regulatory hospital-only distribution mandate for AM products themselves.[1][5]","https://pmc.ncbi.nlm.nih.gov/articles/PMC5017119/,https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2024.1381843/full,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2021.718774/full,https://pmc.ncbi.nlm.nih.gov/articles/PMC9137524/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7345343/"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Malaysia,YES,"Malaysia does publish national antimicrobial resistance (AMR) surveillance data, such as the National Antibiotic Resistance Surveillance Report (NSAR), which compiles antibiotic susceptibility testing results from hospitals nationwide for pharmaceutical products.[1][3][5]","https://library.nih.gov.my/e-doc/imr/nsar-2023.pdf,https://www.moh.gov.my/moh/resources/Penerbitan/Garis%20Panduan/Pengurusan%20KEsihatan%20&%20kawalan%20pykit/Malaysian_Action_Plan_on_Antimicrobial_Resistance_(MyAP-AMR)_2017-2021.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10764260/,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8573254/"
