policy,country,status,explanation,source
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Myanmar,NO,"Myanmar does not target an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products. The current guideline indicates an average approval timeline of 18–24 months for new prescription-only (POM) and over-the-counter (OTC) pharmaceutical products[1]. Only certain categories such as dietary supplements, medical devices, and cosmetics have shorter approval timelines of around 3 months, but not pharmaceuticals[1].","https://www.questjournals.org/jrbm/papers/vol10-issue4/Ser-3/D10042733.pdf,https://www.sfamgroup.com/en/ma-pharmaceutical-medicines/,https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f636695447956123279&type=4,https://www.raps.org/news-and-articles/news-articles/2018/1/the-drug-regulatory-landscape-in-the-asean-region,https://www.fda.gov.mm/wp-content/uploads/2018/03/Guideline-for-Drug-Registration-Applicants-20JAN2018-1.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Myanmar,NO,"There is no evidence that Myanmar imposes hospital-only distribution restrictions for certain classes of antimicrobial pharmaceutical products. Available sources indicate widespread over-the-counter antibiotic sales without prescription and inconsistent or weak regulatory enforcement[3][4]. Myanmar's legislation does not specify hospital-only restrictions for specific antimicrobial categories; instead, accessibility is generally high in both public and private sectors with informal distribution channels prevalent[3][4].","https://solve.mit.edu/challenges/trinity-challenge-amr/solutions/85892,https://pmc.ncbi.nlm.nih.gov/articles/PMC8167548/,https://ghsindex.org/wp-content/uploads/2021/12/Myanmar.pdf,https://researchonline.lshtm.ac.uk/id/eprint/4668293/1/2022_PHP_PhD_Khine%20Zaw_Y-sigs-photos-redacted.pdf,https://steps-centre.org/wp-content/uploads/2022/12/Taking-Myanmars-AMR-National-Action-Plan-forward_November2022_2.pdf"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Myanmar,PARTIAL,"Myanmar does have a national AMR plan and has implemented surveillance of antimicrobial resistance for priority pathogens, as evidenced by their National Action Plan for Containment of AMR 2017–2022 and published surveillance data on bacterial resistance patterns[2][5]. However, while clinical AMR data (e.g., resistance rates in bacterial isolates) are reported, there is insufficient evidence that Myanmar regularly or comprehensively publishes surveillance data specifically related to pharmaceutical products, such as antimicrobial usage or national sales data, especially in relation to pharmaceutical regulation or market analysis[1][4]. Surveillance of antimicrobial use is being developed and is recognized as a gap in Myanmar's AMR response, but current publicly available reports are limited to clinical resistance data rather than pharmaceutical product surveillance.","https://solve.mit.edu/challenges/trinity-challenge-amr/solutions/85892,https://ghsindex.org/wp-content/uploads/2021/12/Myanmar.pdf,https://pubmed.ncbi.nlm.nih.gov/34070228/,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9387831/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Philippines,YES,"The Philippines accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations. Both the ICH CTD and the ASEAN Common Technical Dossier (ACTD) formats are accepted for pharmaceutical registration submissions in the Philippines, as confirmed by multiple sources describing a dual system for dossier submissions[2][3].","https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://aapsopen.springeropen.com/articles/10.1186/s41120-024-00102-2,https://www.pacificbridgemedical.com/publication/philippines-food-and-drug-administration-philippines-fda/,https://www.dgra.de/media/masterthesis/1210-master_laetzel_r.pdf,https://www.ijdra.com/index.php/journal/article/download/669/362"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Philippines,PARTIAL,"The Philippines requires applicants for pharmaceutical product marketing authorization to obtain an FDA Portal account and submit applications electronically, indicating a digital submission process[5]. However, current sources do not confirm that this portal is fully digital for the entire end-to-end process (including document uploads, status tracking, payments, and approvals) without the need for any physical documents or in-person steps. The referenced portals provide access to application submission and company registration, but full digitalization of all marketing authorization procedures has not been explicitly verified in recent regulations[1][5].","https://cruzmarcelo.com/philippine-department-of-health-issues-guidelines-for-the-registration-of-pharmaceutical-products-and-active-pharmaceutical-ingredients-intended-for-human-use/,https://www.dmp.no/en/approval-of-medicines/approval-and-follow-up-of-marketing-authorisation-ma/application-for-marketing-authorisation/submission-of-applications,https://www.pharmatomarket.com/the-philippines-announces-the-launch-of-verification-portal-for-licensed-establishments-and-registered-products-29-september-2020/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11080122/,https://www.pacificbridgemedical.com/regulatory-services/pharmaceutical/product-registration/philippines-drug-registration-and-approval-2/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Philippines,PARTIAL,"The Philippines participates in the ASEAN Mutual Recognition Arrangement (MRA) on GMP, which requires ASEAN member states to accept GMP certificates issued by the inspection authorities of other AMS[2][4]. However, implementation is subject to specific conditions: the certificates must come from agencies following PIC/S guidelines and quality system requirements[4], and for the Philippines, acceptance may also depend on the completeness of the submitted documents and potential need for additional inspections[5]. Therefore, while there is a legal framework supporting acceptance, in practice, the Philippines may require further verification or inspection before fully accepting other ASEAN states' GMP certificates.","https://factocert.com/gmp-certification-in-philippines-good-manufacture/,https://asean.org/philippines-fda-included-in-list-of-asean-inspection-services/,https://factocert.com/process-of-gmp-certification-in-philippines/,http://www.fdd.gov.la/userfiles/files/FAQ-GMP%20(1).pdf,http://media.drugdu.com/latestinformation/procedures-and-requirements-of-gmp-certification-of-pharmaceutical-drugs-in-the-philippines.html"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Philippines,NO,"The Philippines, as an ASEAN member, generally follows the ASEAN Guidelines on Stability Study, which require long-term stability data at 30°C/75% RH for products intended for Climatic Zone IVa (including the Philippines). The ASEAN guideline states that if submitted data is based on less stressful conditions like 25°C/60% RH, it must be accompanied by supportive data at the specified higher conditions[5]. Accelerated stability studies (e.g., 40°C/75% RH) are intended to supplement but not replace real-time/long-term data at the required conditions. Therefore, submission of stability data solely at 25°C/60% RH, even with accelerated data, is not sufficient for the Philippines unless specifically justified and accepted case-by-case by the regulatory authority, which is not the general rule[5].","https://database.ich.org/sites/default/files/ICH_Q1EWG_Step2_Draft_Guideline_2025_0411.pdf,https://database.ich.org/sites/default/files/Q1F_Stability_Guideline_WHO_2018.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11858995/,https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Philippines,PARTIAL,"Based on available sources, the Philippines generally follows the International Conference on Harmonisation (ICH) guidelines for pharmaceutical stability testing[1][4]. The ICH Q1D guideline specifically addresses the use of bracketing and matrixing designs, allowing their application in stability studies with appropriate scientific justification and depending on the circumstances[4]. However, acceptance of these reduced designs can vary between regulatory authorities, and explicit, current Philippine FDA guidance confirming acceptance is not identified in the provided sources. Therefore, while the use of bracketing and matrixing is generally supported in countries adopting ICH guidelines, it is recommended to confirm acceptance with the Philippine FDA or through the latest national regulations before implementation[2][4].","https://humiditycontrol.com/blog/what-is-stability-testing/,https://aapsopen.springeropen.com/articles/10.1186/s41120-023-00078-5,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://database.ich.org/sites/default/files/ICH_Q1EWG_Step2_Draft_Guideline_2025_0411.pdf"
Requires halal certification for pharmaceutical products.,Philippines,NO,"The Philippines does not require halal certification for pharmaceutical products by law. Halal certification is voluntary for all products, including pharmaceuticals, for domestic consumption according to the implementing rules of Republic Act No. 10817[2][5]. Companies may choose to apply for halal certification to access specific markets or meet consumer demand, but it is not mandatory.","https://emerhub.com/philippines/how-to-get-halal-certification-in-the-philippines-a-guide-for-businesses/,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Market+Brief+on+Halal+Products_Manila_Philippines_RP2023-0049.pdf,https://iso-certification.ph/the-ultimate-guide-to-halal-certification-in-the-philippines/,https://glenwood.ph/2023/02/webinar-philippine-halal-regulatory-requirements/,https://cosmetic.chemlinked.com/cosmepedia/asean-cosmetic-halal-certification-regulation"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Philippines,NO,"There is no mandate in Philippine pharmaceutical labeling regulations, such as Administrative Order No. 55 s. 1988, that requires the use of a 'red dot' symbol on prescription-only medicines[1]. The regulations specify detailed requirements for labeling, including prominence of the generic name, inclusion of product and manufacturer details, and specific elements for biologicals and injectables, but make no mention of a red dot symbol. While some ASEAN countries or regional organizations may use such symbols, no credible authoritative Philippine source confirms that this is a legal requirement in the Philippines[1][2][5].","https://www.slideshare.net/slideshow/ra-55/45401812,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.fda.gov/food/hfp-constituent-updates/fda-revoke-authorization-use-red-no-3-food-and-ingested-drugs,https://www.guttmacher.org/sites/default/files/report_pdf/abortion-methodologies.pdf,https://www.raps.org/news-and-articles/news-articles/2018/1/the-drug-regulatory-landscape-in-the-asean-region"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Philippines,PARTIAL,"The standard marketing authorization (MA) approval timeline in the Philippines is 180 working days (~9 months) for new drug applications under normal procedures, which exceeds six months. However, an expedited pathway exists: for drugs already approved by reference regulatory agencies (such as PMDA, FDA, or EMA) and meeting certain criteria, the review timeline may be shortened to as little as 45 or 30 working days (1.5 to 6 weeks)[1]. Therefore, while the general target is not six months or less, eligible products may access significantly shorter timelines under facilitated pathways.[1]","https://www.pmda.go.jp/files/000247631.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://pharmexcil.com/uploads/countryreports/Philippines.pdf,https://www.raps.org/news-and-articles/news-articles/2018/1/the-drug-regulatory-landscape-in-the-asean-region,https://cruzmarcelo.com/philippine-department-of-health-issues-guidelines-for-the-registration-of-pharmaceutical-products-and-active-pharmaceutical-ingredients-intended-for-human-use/"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Philippines,PARTIAL,"The Philippines does impose **hospital-level restrictions for certain classes of antimicrobial (AM) drugs** through Antimicrobial Stewardship Programs (AMS), which include prescription, pre-authorization, and use restrictions within hospitals to ensure proper use and minimize unnecessary or inappropriate antibiotic administration[2][4]. However, there is **no evidence of a nationwide legal mandate for hospital-only distribution**, as self-medication and over-the-counter sales of some antibiotics remain widespread in community pharmacies in the Philippines[1]. These restrictions are primarily implemented within healthcare facilities rather than as a countrywide regulatory ban on community pharmacy access.","https://pmc.ncbi.nlm.nih.gov/articles/PMC11879887/,https://pubmed.ncbi.nlm.nih.gov/39399371/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12188270/,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://documents1.worldbank.org/curated/en/323311493396993758/pdf/final-report.pdf"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Philippines,YES,"The Philippines publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products. The Antimicrobial Resistance Surveillance Program (ARSP) regularly collects, analyzes, and publishes annual reports on AMR trends, which are disseminated to local, national, and international stakeholders[2][4]. These reports include resistance trends for key pathogen–antibiotic (pharmaceutical product) combinations, and the data inform both clinical guidelines and national formulary decisions[2]. The program uses laboratory-based surveillance and incorporates both phenotypic and genomic data to track resistance mechanisms and trends at the national level[1][3].","https://pmc.ncbi.nlm.nih.gov/articles/PMC7264328/,https://www.nature.com/articles/s41467-020-16322-5,https://www.sanger.ac.uk/news_item/genomic-surveillance-of-antibiotic-resistance-in-the-philippines-established/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9220349/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9831596/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Cambodia,PARTIAL,"Cambodia accepts the ASEAN CTD (ACTD) format for pharmaceutical product registration, as explicitly noted in several regulatory comparisons[5]. There is no direct confirmation from official or industry sources that Cambodia accepts the ICH CTD format; however, a 2019 comparative document states that 'Although Bio Farma is having no experience using ICH CTD in registration process to Cambodia, it is most likely that ICH CTD might also be accepted,' which implies potential (but unofficial and unconfirmed) flexibility[5]. Applicants should consult the Cambodian regulatory authority for definitive guidance.","https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://data.wahooas.org/tenders/uploads/attachment/document/357/CTD_En_Guidance_for_the_Preparation_of_Applications.pdf,https://www.ijdra.com/index.php/journal/article/view/318,https://www.efpia.eu/media/636610/ectd-white-paper_final-20-dec-21.pdf,https://dcvmn.org/wp-content/uploads/2019/03/dcvmn_singapore_actd_and_ich_ctd_comparison_mar2019_ida.pdf"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Cambodia,PARTIAL,"Cambodia has developed and launched an online (web-enabled) registration system for pharmaceutical product marketing authorization applications through the Department of Drugs, Food and Cosmetics (DDF), as referenced in multiple sources[1][3]. The system aims to enable digital submission and streamline the registration process; however, available evidence from these sources indicates ongoing implementation and technical assistance as of 2019, with no explicit confirmation that the portal is fully digital end-to-end and universally operational for all applicants as of 2025[1][3][5]. Certain features like dossier submission and workflow management are included, but the full functionality, universal access, and maturity of the portal cannot be definitively confirmed based solely on these sources.","https://www.ungm.org/Public/Notice/91693,https://www.epo.org/law-practice/legal-texts/official-journal/2018/02/a16.html,https://www.ungm.org/Public/Notice/68203,https://www.freyrsolutions.com/blog/cofepris-new-requirements-for-online-submission-of-medical-devices,https://pmc.ncbi.nlm.nih.gov/articles/PMC6016570/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Cambodia,PARTIAL,"Cambodia does require pharmaceutical manufacturers to provide a Certificate of Good Manufacturing Practice (cGMP), but the legal requirement is for a GMP certificate from the country of origin, not specifically requiring acceptance of another ASEAN Member State’s (AMS) cGMP certificate. While the ASEAN MRA on GMP (signed in 2009) obliges participating member states to recognize GMP inspections among themselves for medicinal products, there is no explicit evidence from the available sources that Cambodia has fully implemented this by automatically accepting another AMS's cGMP certificate for pharmaceuticals. For medical devices, Cambodia accepts a GMP or ISO certificate from the country of origin, which could be from another AMS, but this is not the same as a statutory obligation to accept all AMS certificates as equivalent[3][4][5].","https://certease.com/gmp-certification-in-cambodia/,https://asean.org/wp-content/uploads/images/2013/economic/iai/ASEAN%20Cosmetics%20Directive%20CLMV%20Workshop%20Feb%202013.pdf,https://andamanmed.com/regulatory-services/medical-device-registration/cambodia/,https://www.eria.org/ERIA-DP-2015-42.pdf,https://andamanmed.com/cambodia-medical-device-regulation/"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Cambodia,UNKNOWN,"There is no direct evidence in the provided search results specifying Cambodia's regulatory stance on permitting stability data submission for pharmaceutical products at 25°C/60% RH when supported by accelerated studies. The ICH and WHO guidelines—which are widely referenced by many countries—permit long-term stability studies at either 25°C/60% RH or 30°C/65% RH, with accelerated studies at 40°C/75% RH supporting shelf-life extrapolation as long as no significant change occurs under accelerated conditions[1][4][5]. However, official Cambodian regulatory documentation is not present in the search results. Manufacturers should consult Cambodia’s National Regulatory Authority to confirm if the ICH approach is accepted locally, as some countries may have specific requirements or only accept data at 30°C/75% RH reflecting their climatic zone.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.zamra.co.zm/wp-content/uploads/2023/05/Marketing-Authorisation-STABILITY-GUIDELINES.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Cambodia,UNKNOWN,"There is no direct evidence in the provided search results that explicitly states whether Cambodia allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing. However, Cambodia, as a member of the Association of Southeast Asian Nations (ASEAN), generally aligns its pharmaceutical regulations with ASEAN guidelines and the International Council for Harmonisation of Technical Requirements for Pharmaceuticals for Human Use (ICH) guidelines[1][5]. ICH Q1D, which details bracketing and matrixing approaches, is internationally recognized and forms the basis for regulatory frameworks in many countries, including ASEAN members[2][3][4]. Unless Cambodia has published regulatory restrictions specifically prohibiting these designs, it is probable but not certain that such approaches may be accepted when justified scientifically. Applicants should verify with the Cambodian Ministry of Health or relevant regulatory agency for the most current and explicit guidance.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q1d-bracketing-and-matrixing-designs-stability-testing-new-drug-substances-and-products,https://gxp-academy.org/upload/iblock/264/264bcc8dc8a0d83d69f4d564511745fc.pdf"
Requires halal certification for pharmaceutical products.,Cambodia,PARTIAL,"Cambodia has established a halal certification process primarily aimed at food businesses, restaurants, and exports, regulated by the Commission for Examination of Halal Products and various industry partners[1][5]. Official references make clear that halal certification applies to foodstuffs and related products, but there is no explicit evidence in the provided sources that Cambodia currently requires halal certification for pharmaceutical products as a legal or regulatory condition[5]. While global trends and industry reports highlight growing demand and voluntary adoption of halal certification for pharmaceuticals in many markets[3][4], Cambodia's public halal policy and certification efforts have not specifically mandated it for pharmaceuticals as of August 2025. Companies may choose to seek voluntary halal certification to access Muslim markets, but this does not equate to a government requirement[3].","https://www.ccfdg.gov.kh/en/commission-committee/new-title-3/,https://www.halaltimes.com/turkey-agrees-to-help-develop-cambodias-halal-industry/,https://ic-halal.com/industries/pharma/,https://www.halaltimes.com/malaysia-urges-cambodia-to-harness-the-potential-of-halal-ecosystem/,https://seasia.co/2025/08/04/cambodias-halal-market-a-promising-future-with-government-support"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Cambodia,NO,"No evidence was found in the official Cambodian 'Law on Drug Management' or related regulatory texts to indicate that Cambodia specifically mandates the use of a 'red dot' symbol on prescription-only pharmaceutical products. None of the available sources, including Cambodian government documents and reviews of ASEAN pharmaceutical regulations, mention such a requirement[1][5]. Although some ASEAN countries use color codes or symbols to indicate prescription status, there is no indication that Cambodia has adopted the 'red dot' system.","https://cdc.gov.kh/wp-content/uploads/2022/04/Law-on-Drug-Management_full-text_961209.pdf,https://chicagounbound.uchicago.edu/cgi/viewcontent.cgi?article=2753&context=law_and_economics,https://pmc.ncbi.nlm.nih.gov/articles/PMC9508725/,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.raps.org/news-and-articles/news-articles/2018/1/the-drug-regulatory-landscape-in-the-asean-region"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Cambodia,PARTIAL,"Cambodia's standard pharmaceutical marketing authorization (MA) approval timeline for drug products, including generic medicines, is typically around 7 months[1] and can extend to 6-12 months according to another source[3]. However, a fast-track mode is available that can reduce approval time to about 3-4 months[1]. Therefore, Cambodia does not consistently target an average timeline of six months or less, but expedited options may achieve this on a case-by-case basis.","https://core.ac.uk/download/599695768.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://credevo.com/articles/2021/03/15/generic-drug-registration-process-in-cambodia/,https://www.corrs.com.au/site-uploads/images/PDFs/Insights/article-IP-comparative-overview-of-distribution-and-marketing-of-drugs-across-asia-pacific.pdf,https://andamanmed.com/cambodia-medical-device-regulation/"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Cambodia,UNKNOWN,"There is no direct evidence in current sources confirming that Cambodia imposes hospital-only distribution restrictions for specific classes of antimicrobial pharmaceutical products. Multiple search results discuss inappropriate antimicrobial use, unrestricted community access to antibiotics, and efforts to implement antimicrobial stewardship programs and guidelines in hospitals[1][2][4][5]. However, none explicitly mention legal or regulatory restrictions requiring certain antimicrobials to be distributed only through hospitals. It remains possible that Cambodia has taken steps toward such restrictions, but the available information does not substantiate this.","https://icars-global.org/projects/ams-cambodia/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6768357/,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1332423/full,https://pmc.ncbi.nlm.nih.gov/articles/PMC5170903/,https://www.ungm.org/Public/Notice/62030"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Cambodia,PARTIAL,"Cambodia has implemented a *national laboratory-based AMR surveillance system* since 2018, collecting data including pathogen and antimicrobial susceptibility information across sentinel sites and submitting these to GLASS, the WHO’s global surveillance system[2][5]. These surveillance data cover resistance patterns in both human and food-animal sectors and inform government action on AMR[1][2][3][5]. However, publicly available surveillance reports with detailed, product-specific pharmaceutical data (i.e., resistance data directly linked to individual pharmaceutical products) are not explicitly confirmed in the sources, and such granularity may be limited. The published surveillance focuses mainly on priority pathogens and their susceptibility profiles but does not clearly provide regular publicly released, product-specific AMR data related to all pharmaceutical products.","https://pubmed.ncbi.nlm.nih.gov/31176035/,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1332423/full,https://www.fao.org/fao-who-codexalimentarius/news-and-events/news-details/hu/c/1733551/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8210153/,https://rr-asia.woah.org/app/uploads/2025/04/antimicrobial-resistance-SURVEILLANCE.pdf"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Singapore,YES,"Singapore accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations. According to the Health Sciences Authority (HSA) guidance updated in July 2025, dossiers for therapeutic product registrations must be submitted in either the ICH CTD format or the ASEAN CTD (ACTD) format. Both formats are fully accepted for electronic submission, and applicants are required to organize files according to the CTD structure[2][4]. Additionally, Singapore is transitioning to the electronic CTD (eCTD) standard, which is based on ICH CTD specifications, reinforcing their acceptance of the CTD format for regulatory submissions[3][5].","https://www.efpia.eu/media/636610/ectd-white-paper_final-20-dec-21.pdf,https://www.hsa.gov.sg/docs/default-source/hprg-tpb/guidances/guidance-on-therapeutic-product-registration-in-singapore.pdf?sfvrsn=cd174383_52,https://www.extedo.com/blog/singapores-transition-to-ectd,https://www.artixio.com/post/pharmaceutical-regulations-and-registration-in-singapore,https://gandlscientific.com/knowledge-hub/the-implementation-of-ectd-in-singapore"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Singapore,YES,"Singapore provides a fully digital online submission portal for pharmaceutical product marketing authorization applications, specifically through the Health Sciences Authority’s PRISM system. The required Common Technical Document (CTD) dossier, product-specific administrative documents, and all associated files must be submitted via PRISM, which is designed as an internet-based portal for this purpose[1][4][5]. Additional guidance and support for electronic submission, as well as troubleshooting assistance, are also provided through official HSA channels[4].","https://www.rginsight.com/registration-of-drug-product-in-singapore-2025,https://www.hsa.gov.sg/therapeutic-products/register/guides/drug-master-file,https://www.pacificbridgemedical.com/uncategorized/singapore-drug-registration-a-comprehensive-guide/,https://www.hsa.gov.sg/therapeutic-products/register/guides/new-drug/verification-evaluation,https://credevo.com/articles/2023/03/15/drug-registration-approval-process-in-singapore/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Singapore,YES,"Singapore is legally required to accept another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers, provided the certificate and inspection report are issued by an ASEAN Listed Inspection Service (LIS) under the ASEAN Mutual Recognition Arrangement (MRA) on GMP Inspection. All AMS, including Singapore, are obliged to recognize and accept such certificates without duplicating GMP inspections within each other's territory[2][5]. This is incorporated in the regulatory framework of Singapore’s Health Sciences Authority (HSA)[2][5][1]. However, HSA reserves the right to further inspect if there are specific regulatory concerns[3]. Certificates from non-LIS sources or third-party schemes are not accepted[4].","https://apac-asia.com/images/achievements/pdf/14th/22_Presentation%20from%20Kim%20Mi%20Hng,%20NPRA.pdf,https://www.hsa.gov.sg/docs/default-source/hprg/regulatory-updates/update-on-asean-mra-gmp.PDF,https://www.hsa.gov.sg/therapeutic-products/register/gmp-conformity-assessment,https://insightplus.bakermckenzie.com/bm/healthcare-life-sciences/singapore-health-sciences-authority-updates-guidance-on-implementation-of-good-manufacturing-practice-gmp-evidence-for-drug-substance-ds-manufacturers,https://globalforum.diaglobal.org/issue/march-2021/harmonization-of-gmp-inspection-and-benefits-to-asean-economic-community/"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Singapore,NO,"Singapore does not permit stability data submission at 25°C/60% RH as the primary long-term condition for pharmaceutical products. According to current guidelines for Singapore (referencing the Health Sciences Authority and ASEAN guidelines), Singapore follows the ASEAN stability guideline, which requires long-term stability studies to be conducted at 30°C ± 2°C/75% RH ± 5% RH. This reflects Singapore's classification as a hot and humid (climatic zone IVb) country. Data at 25°C/60% RH is not sufficient, even if supported by accelerated stability studies. Required long-term studies must be at the local climatic condition; 25°C/60% RH is more appropriate for temperate (zone II) markets, not for Singapore[5][1].","https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf,https://database.ich.org/sites/default/files/Q1F_Stability_Guideline_WHO_2018.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,https://www.hsa.gov.sg/docs/default-source/hprg-tpb/guidances/guidance-on-therapeutic-product-registration-in-singapore.pdf?sfvrsn=cd174383_52"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Singapore,YES,"Singapore allows the use of bracketing and matrixing designs in pharmaceutical product stability testing because it aligns its regulatory framework with ASEAN guidelines, which are harmonized with ICH stability guidelines, including ICH Q1D covering bracketing and matrixing approaches[1][2]. While the ASEAN Guideline on Stability Study of Drug Product does not expressly mention 'bracketing' or 'matrixing' by name, ASEAN member states (including Singapore) generally accept these ICH-based scientific approaches when scientifically justified and appropriately documented, as ICH Q1D is internationally recognized for such study designs[2][3]. Sponsors are advised to provide proper scientific justification and may consider discussing the protocol with regulatory authorities to ensure acceptance, particularly for matrixing approaches, whose regulatory acceptance can vary depending on specific factors and product types[4].","https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf,https://www.ema.europa.eu/en/ich-q1d-bracketing-matrixing-designs-stability-testing-drug-substances-drug-products-scientific-guideline,https://www.ich.org/page/quality-guidelines,https://aapsopen.springeropen.com/articles/10.1186/s41120-023-00078-5,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf"
